sabreid_hotels;sabreid_suites;url1_suites;url2_suites;url3_suites;url4_suites;url5_suites;url6_suites;
34526;C1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1387_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1548_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1386_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;B1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1366_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1358_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1373_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;F1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1366_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1358_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1373_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;A1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1356_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1372_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1362_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;I1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1357_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1357reversed_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1358_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;K1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1357_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1362_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1357reversed_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;E1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1545_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1544_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1362_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;S1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1545_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1544_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1362_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;D1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1388_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1381_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1358_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
34526;V1KRA1;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1383_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1382_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;https://secure.fourseasons.com/content/dam/fourseasons/images/web/NYF/NYF_1358_aspect16x9.jpg/jcr:content/renditions/cq5dam.web.468.263.jpeg;;;
